participant,conflict_name,years,participant_correction,participant_new
Venice,War with Venice (Cambrian League) (Spain),1508-1509,,Venice
Venice,War with France and Venice (First War of Charles V) (Austria-Hungary),1521-1525,,Venice
Venice,Austrian-Venetian War (Austria-Hungary),1716-1718,,Venice
Venice,Uskok War with Venice (Austria-Hungary),1615-1617,,Venice
Venice,War with Venice (Cambrian League) (Austria-Hungary),1508-1512,,Venice
Venice,"War with France, the Pope and Venice (Spain)",1521-1525,,Venice
Wales,War with Wales (England),1233-1234,,Wales
Wales,War with Wales (England),1294-1295,,Wales
Wales,War with Wales (England),1282-1288,,Wales
Wales,War with Wales (England),1276-1277,,Wales
Wales,War of Edward I with Wales (England),1272-1275,,Wales
Wales,War with Wales (England),1272-1275,,Wales
Wales,War with Wales (England),1219-1223,,Wales
Wales,War with Wales (England),1224-1224,,Wales
Wales,War with Wales (England),1257-1257,,Wales
Wales,War with Wales (England),1241-1241,,Wales
Wales,War with Wales (England),1228-1231,,Wales
Zulus,Zulu War (England),1879-1879,,Zulus
