participant,conflict_name,years,participant_correction,participant_new
US,US vs Spain over Cuba & Philippines,1898-1898,,US
US,Philippines revolt vs US,1899-1902,,US
US,Chilean Military coup; US intervention,1973-1973,,US
US,"Vietnam Independence from France; China, US intervention",1945-1954,,US
US, World War II ,1941-1945,,US
US,Philippines vs Spain; US invades,1896-1898,,US
US,US vs Pequot Indians,1637-1637,,US
US,"Korean War; China, US intervention",1950-1953,,US
US,"Russian Civil War; US, UK, France, Japan intervention",1918-1920,,US
US,Lebanon: US intervene in Lebanese civil war,1958-1958,,US
US,US invaded Panama,1989-1989,,US
US,"Costa Rica National Union Party vs Government, US intervention",1948-1948,,US
US,Cuba vs Spain with US intervention,1895-1898,,US
US,US intervention in Vietnam civil war,1960-1965,,US
US,"UK, France, US expedition to Japan",1863-1883,,US
US,Philippines: Communists vs Government; US intervention,1972-1989,,US
US,Sioux Indians vs US,1861-1867,,US
US,"War of 1812, US vs UK",1812-1815,,US
US,US intervene in Dominican Rep. civil war,1965-1965,,US
US,Cambodia: North Vietnam & US intervene in civil war,1970-1975,,US
US,US revolt vs UK,1778-1783,,US
US,Mexican Liberals & Radicals vs Government; US intervention,1910-1920,,US
US,Guatemalan Conservatives vs Government; US intervention,1954-1954,,US
US,US vs Mexico,1846-1848,,US
US,Sioux Indians vs US,1876-1877,,US
US Government,Confederacy vs US Government,1861-1865,,US Government
US Indians,Indians vs UK,1763-1763,,US Indians
USSR,Japan vs USSR,1939-1939,,USSR
USSR,USSR intervenes in Hungarian civil war,1956-1956,,USSR
USSR,USSR vs Japan,1938-1938,,USSR
USSR,"USSR vs Poland, France intervention",1919-1920,,USSR
USSR,"Iran Constitutionalists vs Government, USSR intervention",1908-1909,,USSR
USSR,Japan vs Mongolia & USSR,1939-1939,,USSR
USSR,USSR in WWII,1941-1945,,USSR
USSR,USSR vs Finland,1939-1940,,USSR
USSR,China attacks USSR border,1969-1969,,USSR
USSR,"Angola Independence vs Portugal; USSR, South Africa intervention",1961-1975,,USSR
USSR,"Spanish Civil War; Italian, USSR, German intervention",1936-1939,,USSR
USSR,Afghanistan: USSR intervenes in civil war,1978-1989,,USSR
USSR,USSR vs China,1929-1929,,USSR
USSR,China: USSR intervene Turkistan,1931-1934,,USSR
USSR,"China: Civil War; USSR, Japan intervention",1926-1928,,USSR
USSR,Lithuania in World War II; USSR kills collaborators,1944-19944,,USSR
Uzbeks,Iran vs Uzbeks,1510-1510,,Uzbeks
Venezuela,Latin America Independence from Spain,1810-1825,,Venezuela
Venezuela Government,Liberals vs Government in Venezuela,1859-1863,,Venezuela Government
Venezuela Government,Conservatives vs Government in Venezuela,1868-1871,,Venezuela Government
Venezuelan Conservatives,Conservatives vs Government in Venezuela,1868-1871,,Venezuelan Conservatives
Venezuelan Liberals,Liberals vs Government in Venezuela,1859-1863,,Venezuelan Liberals
Venice,Turkey vs Venice,1499-1503,,Venice
Venice,Cambrian League vs Venice,1508-1509,,Venice
Venice,Turkey vs Venice over Crete,1645-1669,,Venice
Venice,Turkey vs Venice,1570-1571,,Venice
Vietnam,China vs Vietnam,1979-1979,,Vietnam
Vietnam,US intervention in Vietnam civil war,1960-1965,,Vietnam
Vietnam,China vs Vietnam-border,1987-1987,,Vietnam
Vietnam,"Vietnam Independence from France; China, US intervention",1945-1954,,Vietnam
Vietnam,Vietnam vs Cambodia,1978-1989,,Vietnam
Vijayanagar (India),India: Muslims vs Vijayanagar,1565-1585,,Vijayanagar (India)
West Sahara,West Sahara Independence from Morocco,1975-1987,,West Sahara
White Lotus insurgents (Vietnam),White Lotus Uprising in Vietnam,1795-1803,,White Lotus insurgents (Vietnam)
Whites & Blacks,Whites & Blacks vs Zulus in South Africa,1838-1840,,Whites & Blacks
Whites (US),Creek Indians vs Whites (USA),1813-1814,,Whites (US)
Yahya family,Yahya family vs N. Yemen,1948-1948,,Yahya family
Yugoslav Christians,Christians vs Turkey in Yugoslavia,1862-1862,,Yugoslav Christians
Yugoslavia,Yugoslavia in WWI,1914-1918,,Yugoslavia
Yugoslavia,Yugoslavia in WWII,1941-1945,,Yugoslavia
Zimbabwean Patriot Front,Zimbabwe: Patriot Front vs Rhodesia,1972-1979,,Zimbabwean Patriot Front
Zulus (South Africa),Zulu civil War (brothers) in South Africa,1856-1856,,Zulus (South Africa)
Zulus (South Africa),Zulu revolt vs UK in South Africa,1906-1906,,Zulus (South Africa)
Zulus (South Africa),UK vs Zulus in South Africa,1879-1879,,Zulus (South Africa)
Zulus (South Africa),Whites & Blacks vs Zulus in South Africa,1838-1840,,Zulus (South Africa)
