location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Latvia,2023-06-02,5,9.0,4.34,2.33,0.03
Latvia,2023-06-02,50,59.0,86.02,83.63,36.17
Latvia,2023-06-02,60,69.0,83.4,81.64,42.12
Latvia,2023-06-02,70,79.0,80.32,78.99,47.6
Latvia,2023-06-02,80,,66.8,66.37,39.49
Latvia,2023-06-09,10,14.0,39.1,35.34,0.54
Latvia,2023-06-09,15,17.0,70.93,67.94,1.83
Latvia,2023-06-09,18,24.0,84.67,82.63,26.71
Latvia,2023-06-09,25,49.0,84.91,82.51,31.89
Latvia,2023-06-09,50,59.0,86.02,83.63,36.17
Latvia,2023-06-09,60,69.0,83.4,81.64,42.12
Latvia,2023-06-09,70,79.0,80.32,78.99,47.6
Latvia,2023-06-09,80,,66.8,66.37,39.49
Latvia,2023-07-21,18,24.0,84.67,82.63,26.72
Latvia,2023-07-21,25,49.0,84.91,82.51,31.89
Latvia,2023-07-21,50,59.0,86.02,83.63,36.18
Latvia,2023-07-21,60,69.0,83.4,81.64,42.12
Latvia,2023-07-21,70,79.0,80.32,78.99,47.6
Latvia,2023-07-21,80,,66.8,66.37,39.49
Romania,2021-05-28,0,17.0,0.84,0.48,0.0
Romania,2021-05-28,18,24.0,20.46,14.56,0.0
Romania,2021-05-28,25,49.0,26.09,21.53,0.0
Romania,2021-05-28,50,59.0,29.99,25.36,0.0
Romania,2021-05-28,60,69.0,34.73,30.72,0.0
Romania,2021-05-28,70,79.0,31.84,28.72,0.0
Romania,2021-05-28,80,,19.51,17.44,0.0
Romania,2021-06-04,0,17.0,1.16,0.62,0.0
Romania,2021-06-04,18,24.0,21.53,17.37,0.0
Romania,2021-06-04,25,49.0,27.0,23.87,0.0
Romania,2021-06-04,50,59.0,30.88,27.74,0.0
Romania,2021-06-04,60,69.0,35.49,32.69,0.0
Romania,2021-06-04,70,79.0,32.42,30.13,0.0
Romania,2021-06-04,80,,19.87,18.29,0.0
Romania,2021-06-11,0,17.0,1.35,0.73,0.0
Romania,2021-06-11,18,24.0,22.36,19.22,0.0
Romania,2021-06-11,25,49.0,27.77,25.45,0.0
Romania,2021-06-11,50,59.0,31.63,29.38,0.0
Romania,2021-06-11,60,69.0,36.13,34.09,0.0
Romania,2021-06-11,70,79.0,32.95,31.23,0.0
Romania,2021-06-11,80,,20.21,18.96,0.0
Romania,2021-06-18,0,17.0,1.45,0.84,0.0
Romania,2021-06-18,18,24.0,22.93,20.51,0.0
Romania,2021-06-18,25,49.0,28.31,26.53,0.0
Romania,2021-06-18,50,59.0,32.13,30.47,0.0
Romania,2021-06-18,60,69.0,36.56,35.07,0.0
Romania,2021-06-18,70,79.0,33.31,32.0,0.0
Romania,2021-06-18,80,,20.46,19.46,0.0
Romania,2021-06-25,0,17.0,1.53,1.16,0.0
Romania,2021-06-25,18,24.0,23.41,21.54,0.0
Romania,2021-06-25,25,49.0,28.75,27.36,0.0
Romania,2021-06-25,50,59.0,32.54,31.28,0.0
Romania,2021-06-25,60,69.0,36.93,35.8,0.0
Romania,2021-06-25,70,79.0,33.61,32.57,0.0
Romania,2021-06-25,80,,20.67,19.82,0.0
Romania,2021-07-02,0,17.0,1.62,1.34,0.0
Romania,2021-07-02,18,24.0,23.89,22.3,0.0
Romania,2021-07-02,25,49.0,29.19,28.01,0.0
Romania,2021-07-02,50,59.0,32.93,31.88,0.0
Romania,2021-07-02,60,69.0,37.26,36.3,0.0
Romania,2021-07-02,70,79.0,33.88,32.98,0.0
Romania,2021-07-02,80,,20.86,20.09,0.0
Romania,2021-07-09,0,17.0,1.7,1.44,0.0
Romania,2021-07-09,18,24.0,24.38,22.9,0.0
Romania,2021-07-09,25,49.0,29.64,28.53,0.0
Romania,2021-07-09,50,59.0,33.32,32.33,0.0
Romania,2021-07-09,60,69.0,37.58,36.68,0.0
Romania,2021-07-09,70,79.0,34.11,33.27,0.0
Romania,2021-07-09,80,,21.02,20.3,0.0
Romania,2021-07-16,0,17.0,1.77,1.53,0.0
Romania,2021-07-16,18,24.0,24.84,23.42,0.0
Romania,2021-07-16,25,49.0,30.07,29.01,0.0
Romania,2021-07-16,50,59.0,33.67,32.74,0.0
Romania,2021-07-16,60,69.0,37.84,37.01,0.0
Romania,2021-07-16,70,79.0,34.32,33.53,0.0
Romania,2021-07-16,80,,21.17,20.47,0.0
Romania,2021-07-23,0,17.0,1.85,1.61,0.0
Romania,2021-07-23,18,24.0,25.34,23.96,0.0
Romania,2021-07-23,25,49.0,30.57,29.55,0.0
Romania,2021-07-23,50,59.0,34.08,33.17,0.0
Romania,2021-07-23,60,69.0,38.14,37.33,0.0
Romania,2021-07-23,70,79.0,34.55,33.78,0.0
Romania,2021-07-23,80,,21.32,20.64,0.0
Romania,2021-07-30,0,17.0,1.92,1.69,0.0
Romania,2021-07-30,18,24.0,25.83,24.52,0.0
Romania,2021-07-30,25,49.0,31.09,30.1,0.0
Romania,2021-07-30,50,59.0,34.47,33.59,0.0
Romania,2021-07-30,60,69.0,38.41,37.64,0.0
Romania,2021-07-30,70,79.0,34.74,34.0,0.0
Romania,2021-07-30,80,,21.45,20.79,0.0
Romania,2021-08-06,0,17.0,2.0,1.77,0.0
Romania,2021-08-06,18,24.0,26.34,25.05,0.0
Romania,2021-08-06,25,49.0,31.61,30.65,0.0
Romania,2021-08-06,50,59.0,34.88,34.01,0.0
Romania,2021-08-06,60,69.0,38.66,37.91,0.0
Romania,2021-08-06,70,79.0,34.92,34.2,0.0
Romania,2021-08-06,80,,21.57,20.92,0.0
Romania,2021-08-13,0,17.0,2.06,1.84,0.0
Romania,2021-08-13,18,24.0,26.8,25.57,0.0
Romania,2021-08-13,25,49.0,32.09,31.18,0.0
Romania,2021-08-13,50,59.0,35.23,34.42,0.0
Romania,2021-08-13,60,69.0,38.87,38.17,0.0
Romania,2021-08-13,70,79.0,35.06,34.39,0.0
Romania,2021-08-13,80,,21.67,21.06,0.0
Romania,2021-08-20,0,17.0,2.12,1.91,0.0
Romania,2021-08-20,18,24.0,27.26,26.09,0.0
Romania,2021-08-20,25,49.0,32.56,31.72,0.0
Romania,2021-08-20,50,59.0,35.55,34.81,0.0
Romania,2021-08-20,60,69.0,39.05,38.41,0.0
Romania,2021-08-20,70,79.0,35.19,34.56,0.0
Romania,2021-08-20,80,,21.77,21.18,0.0
Romania,2021-08-27,0,17.0,2.22,1.98,0.0
Romania,2021-08-27,18,24.0,27.75,26.62,0.0
Romania,2021-08-27,25,49.0,33.01,32.23,0.0
Romania,2021-08-27,50,59.0,35.87,35.18,0.0
Romania,2021-08-27,60,69.0,39.25,38.64,0.0
Romania,2021-08-27,70,79.0,35.33,34.72,0.0
Romania,2021-08-27,80,,21.86,21.29,0.0
Romania,2021-09-03,0,17.0,2.3,2.04,0.0
Romania,2021-09-03,18,24.0,28.2,27.07,0.0
Romania,2021-09-03,25,49.0,33.38,32.62,0.0
Romania,2021-09-03,50,59.0,36.14,35.48,0.0
Romania,2021-09-03,60,69.0,39.42,38.83,0.0
Romania,2021-09-03,70,79.0,35.44,34.85,0.0
Romania,2021-09-03,80,,21.95,21.39,0.0
Romania,2021-09-10,0,17.0,2.39,2.1,0.0
Romania,2021-09-10,18,24.0,28.63,27.49,0.0
Romania,2021-09-10,25,49.0,33.69,32.95,0.0
Romania,2021-09-10,50,59.0,36.37,35.72,0.0
Romania,2021-09-10,60,69.0,39.57,38.99,0.0
Romania,2021-09-10,70,79.0,35.55,34.96,0.0
Romania,2021-09-10,80,,22.02,21.48,0.0
Romania,2021-09-17,0,17.0,2.47,2.19,0.0
Romania,2021-09-17,18,24.0,29.21,28.02,0.0
Romania,2021-09-17,25,49.0,34.1,33.32,0.0
Romania,2021-09-17,50,59.0,36.68,36.01,0.0
Romania,2021-09-17,60,69.0,39.77,39.17,0.0
Romania,2021-09-17,70,79.0,35.68,35.09,0.0
Romania,2021-09-17,80,,22.12,21.57,0.0
Romania,2021-09-24,0,17.0,2.62,2.27,0.0
Romania,2021-09-24,18,24.0,30.38,28.91,0.0
Romania,2021-09-24,25,49.0,34.83,33.89,0.0
Romania,2021-09-24,50,59.0,37.19,36.42,0.0
Romania,2021-09-24,60,69.0,40.07,39.41,0.0
Romania,2021-09-24,70,79.0,35.88,35.24,0.0
Romania,2021-09-24,80,,22.26,21.67,0.0
Romania,2021-10-01,0,17.0,2.84,2.35,0.0
Romania,2021-10-01,18,24.0,31.91,30.0,0.0
Romania,2021-10-01,25,49.0,35.88,34.66,0.0
Romania,2021-10-01,50,59.0,37.97,36.98,0.0
Romania,2021-10-01,60,69.0,40.6,39.73,0.0
Romania,2021-10-01,70,79.0,36.23,35.44,0.0
Romania,2021-10-01,80,,22.47,21.79,0.0
Romania,2021-10-08,0,17.0,3.13,2.43,0.0
Romania,2021-10-08,18,24.0,33.48,31.16,0.0
Romania,2021-10-08,25,49.0,37.14,35.56,0.0
Romania,2021-10-08,50,59.0,39.0,37.67,0.0
Romania,2021-10-08,60,69.0,41.36,40.17,0.0
Romania,2021-10-08,70,79.0,36.76,35.72,0.0
Romania,2021-10-08,80,,22.81,21.95,0.0
Romania,2021-10-15,0,17.0,3.46,2.57,0.0
Romania,2021-10-15,18,24.0,35.13,32.52,0.0
Romania,2021-10-15,25,49.0,38.63,36.64,0.0
Romania,2021-10-15,50,59.0,40.35,38.55,0.0
Romania,2021-10-15,60,69.0,42.44,40.74,0.0
Romania,2021-10-15,70,79.0,37.56,36.09,0.0
Romania,2021-10-15,80,,23.29,22.16,0.0
Romania,2021-10-22,0,17.0,4.03,2.77,0.0
Romania,2021-10-22,18,24.0,38.17,34.74,0.0
Romania,2021-10-22,25,49.0,41.7,38.6,0.0
Romania,2021-10-22,50,59.0,43.53,40.38,0.0
Romania,2021-10-22,60,69.0,45.1,41.99,0.0
Romania,2021-10-22,70,79.0,39.57,36.91,0.0
Romania,2021-10-22,80,,24.47,22.6,0.0
Romania,2021-10-29,0,17.0,4.86,3.05,0.0
Romania,2021-10-29,18,24.0,42.79,38.12,0.0
Romania,2021-10-29,25,49.0,45.7,41.45,0.0
Romania,2021-10-29,50,59.0,47.42,42.95,0.0
Romania,2021-10-29,60,69.0,48.12,43.69,0.0
Romania,2021-10-29,70,79.0,41.95,38.08,0.0
Romania,2021-10-29,80,,25.89,23.27,0.0
Romania,2021-11-05,0,17.0,5.41,3.37,0.01
Romania,2021-11-05,18,24.0,44.94,40.08,0.31
Romania,2021-11-05,25,49.0,47.5,43.11,0.7
Romania,2021-11-05,50,59.0,49.21,44.51,1.01
Romania,2021-11-05,60,69.0,49.74,44.95,1.47
Romania,2021-11-05,70,79.0,43.42,39.08,1.61
Romania,2021-11-05,80,,26.84,23.89,0.98
Romania,2021-11-12,0,17.0,5.74,3.91,0.02
Romania,2021-11-12,18,24.0,46.33,42.19,0.69
Romania,2021-11-12,25,49.0,48.68,45.12,1.45
Romania,2021-11-12,50,59.0,50.31,46.57,2.14
Romania,2021-11-12,60,69.0,50.63,46.82,3.13
Romania,2021-11-12,70,79.0,44.21,40.62,3.29
Romania,2021-11-12,80,,27.39,24.83,2.01
Romania,2021-11-19,0,17.0,6.05,4.69,0.03
Romania,2021-11-19,18,24.0,47.51,44.66,1.15
Romania,2021-11-19,25,49.0,49.68,47.25,2.28
Romania,2021-11-19,50,59.0,51.24,48.73,3.41
Romania,2021-11-19,60,69.0,51.42,48.76,4.93
Romania,2021-11-19,70,79.0,44.89,42.29,4.96
Romania,2021-11-19,80,,27.83,25.86,3.02
Romania,2021-11-26,0,17.0,6.29,5.23,0.05
Romania,2021-11-26,18,24.0,48.48,46.17,1.68
Romania,2021-11-26,25,49.0,50.39,48.49,3.1
Romania,2021-11-26,50,59.0,51.88,49.94,4.72
Romania,2021-11-26,60,69.0,51.99,49.97,6.72
Romania,2021-11-26,70,79.0,45.39,43.44,6.58
Romania,2021-11-26,80,,28.17,26.62,3.97
Romania,2021-12-03,0,17.0,6.44,5.53,0.06
Romania,2021-12-03,18,24.0,49.13,47.2,2.23
Romania,2021-12-03,25,49.0,50.84,49.3,3.79
Romania,2021-12-03,50,59.0,52.21,50.69,5.75
Romania,2021-12-03,60,69.0,52.26,50.64,7.98
Romania,2021-12-03,70,79.0,45.64,44.06,7.65
Romania,2021-12-03,80,,28.35,27.05,4.62
Romania,2021-12-10,0,17.0,6.54,5.84,0.08
Romania,2021-12-10,18,24.0,49.68,48.12,2.7
Romania,2021-12-10,25,49.0,51.27,50.06,4.44
Romania,2021-12-10,50,59.0,52.53,51.4,6.75
Romania,2021-12-10,60,69.0,52.51,51.3,9.27
Romania,2021-12-10,70,79.0,45.87,44.65,8.8
Romania,2021-12-10,80,,28.53,27.45,5.31
Romania,2021-12-17,0,17.0,6.6,6.03,0.08
Romania,2021-12-17,18,24.0,50.06,48.83,3.12
Romania,2021-12-17,25,49.0,51.58,50.59,5.01
Romania,2021-12-17,50,59.0,52.78,51.91,7.6
Romania,2021-12-17,60,69.0,52.68,51.77,10.32
Romania,2021-12-17,70,79.0,46.04,45.14,9.86
Romania,2021-12-17,80,,28.67,27.8,6.0
Romania,2021-12-24,0,17.0,6.64,6.14,0.1
Romania,2021-12-24,18,24.0,50.33,49.27,3.51
Romania,2021-12-24,25,49.0,51.82,50.93,5.39
Romania,2021-12-24,50,59.0,52.95,52.19,8.01
Romania,2021-12-24,60,69.0,52.76,51.98,10.73
Romania,2021-12-24,70,79.0,46.1,45.34,10.23
Romania,2021-12-24,80,,28.73,27.96,6.26
Romania,2021-12-31,0,17.0,6.67,6.22,0.12
Romania,2021-12-31,18,24.0,50.56,49.62,3.81
Romania,2021-12-31,25,49.0,52.04,51.23,5.72
Romania,2021-12-31,50,59.0,53.09,52.44,8.45
Romania,2021-12-31,60,69.0,52.83,52.16,11.11
Romania,2021-12-31,70,79.0,46.15,45.53,10.56
Romania,2021-12-31,80,,28.78,28.12,6.49
Romania,2022-01-07,0,17.0,6.75,6.31,0.16
Romania,2022-01-07,18,24.0,51.03,50.14,4.34
Romania,2022-01-07,25,49.0,52.41,51.66,6.44
Romania,2022-01-07,50,59.0,53.34,52.77,9.42
Romania,2022-01-07,60,69.0,52.96,52.37,12.01
Romania,2022-01-07,70,79.0,46.25,45.73,11.35
Romania,2022-01-07,80,,28.88,28.29,6.99
Romania,2022-01-14,0,17.0,6.81,6.35,0.19
Romania,2022-01-14,18,24.0,51.41,50.49,4.68
Romania,2022-01-14,25,49.0,52.7,51.94,6.98
Romania,2022-01-14,50,59.0,53.55,52.99,10.12
Romania,2022-01-14,60,69.0,53.09,52.51,12.77
Romania,2022-01-14,70,79.0,46.36,45.86,12.06
Romania,2022-01-14,80,,28.96,28.4,7.43
Romania,2022-01-21,0,17.0,6.85,6.39,0.22
Romania,2022-01-21,18,24.0,51.69,50.74,5.01
Romania,2022-01-21,25,49.0,52.88,52.15,7.43
Romania,2022-01-21,50,59.0,53.68,53.16,10.65
Romania,2022-01-21,60,69.0,53.18,52.62,13.3
Romania,2022-01-21,70,79.0,46.44,45.97,12.55
Romania,2022-01-21,80,,29.03,28.48,7.77
Romania,2022-01-28,0,17.0,7.01,6.45,0.25
Romania,2022-01-28,18,24.0,51.88,50.99,5.49
Romania,2022-01-28,25,49.0,53.01,52.36,7.97
Romania,2022-01-28,50,59.0,53.78,53.33,11.56
Romania,2022-01-28,60,69.0,53.24,52.75,13.84
Romania,2022-01-28,70,79.0,46.48,46.07,12.98
Romania,2022-01-28,80,,29.08,28.58,8.02
Romania,2022-02-04,0,17.0,7.04,6.5,0.27
Romania,2022-02-04,18,24.0,52.05,51.25,5.92
Romania,2022-02-04,25,49.0,53.12,52.56,8.41
Romania,2022-02-04,50,59.0,53.85,53.5,11.99
Romania,2022-02-04,60,69.0,53.29,52.87,14.21
Romania,2022-02-04,70,79.0,46.52,46.18,13.3
Romania,2022-02-04,80,,29.11,28.66,8.21
Romania,2022-02-11,0,17.0,7.09,6.54,0.29
Romania,2022-02-11,18,24.0,52.19,51.47,6.24
Romania,2022-02-11,25,49.0,53.21,52.72,8.68
Romania,2022-02-11,50,59.0,53.91,53.63,12.23
Romania,2022-02-11,60,69.0,53.33,52.96,14.4
Romania,2022-02-11,70,79.0,46.55,46.26,13.48
Romania,2022-02-11,80,,29.14,28.73,8.35
Romania,2022-02-18,0,17.0,7.11,6.67,0.3
Romania,2022-02-18,18,24.0,52.28,51.62,6.46
Romania,2022-02-18,25,49.0,53.26,52.84,8.88
Romania,2022-02-18,50,59.0,53.95,53.72,12.38
Romania,2022-02-18,60,69.0,53.35,53.02,14.52
Romania,2022-02-18,70,79.0,46.57,46.31,13.59
Romania,2022-02-18,80,,29.16,28.78,8.42
Romania,2022-02-25,0,17.0,7.13,6.76,0.31
Romania,2022-02-25,18,24.0,52.35,51.75,6.63
Romania,2022-02-25,25,49.0,53.31,52.94,9.03
Romania,2022-02-25,50,59.0,53.98,53.8,12.5
Romania,2022-02-25,60,69.0,53.36,53.07,14.61
Romania,2022-02-25,70,79.0,46.58,46.35,13.67
Romania,2022-02-25,80,,29.17,28.82,8.48
Romania,2022-03-04,0,17.0,7.15,6.8,0.31
Romania,2022-03-04,18,24.0,52.4,51.85,6.75
Romania,2022-03-04,25,49.0,53.34,53.02,9.15
Romania,2022-03-04,50,59.0,54.0,53.86,12.57
Romania,2022-03-04,60,69.0,53.37,53.11,14.67
Romania,2022-03-04,70,79.0,46.59,46.38,13.71
Romania,2022-03-04,80,,29.18,28.85,8.52
Romania,2022-03-11,0,17.0,7.16,6.83,0.32
Romania,2022-03-11,18,24.0,52.42,51.9,6.82
Romania,2022-03-11,25,49.0,53.36,53.07,9.23
Romania,2022-03-11,50,59.0,54.01,53.9,12.62
Romania,2022-03-11,60,69.0,53.38,53.13,14.71
Romania,2022-03-11,70,79.0,46.59,46.4,13.74
Romania,2022-03-11,80,,29.19,28.86,8.54
Romania,2022-03-18,0,17.0,7.16,6.84,0.33
Romania,2022-03-18,18,24.0,52.45,51.95,6.87
Romania,2022-03-18,25,49.0,53.37,53.11,9.29
Romania,2022-03-18,50,59.0,54.02,53.93,12.66
Romania,2022-03-18,60,69.0,53.39,53.15,14.75
Romania,2022-03-18,70,79.0,46.6,46.41,13.77
Romania,2022-03-18,80,,29.19,28.87,8.57
Romania,2022-03-25,0,17.0,7.17,6.86,0.33
Romania,2022-03-25,18,24.0,52.46,51.98,6.93
Romania,2022-03-25,25,49.0,53.39,53.15,9.35
Romania,2022-03-25,50,59.0,54.03,53.96,12.71
Romania,2022-03-25,60,69.0,53.4,53.17,14.79
Romania,2022-03-25,70,79.0,46.6,46.43,13.81
Romania,2022-03-25,80,,29.2,28.89,8.59
Romania,2022-04-01,0,17.0,7.17,6.87,0.34
Romania,2022-04-01,18,24.0,52.48,52.01,6.97
Romania,2022-04-01,25,49.0,53.4,53.17,9.41
Romania,2022-04-01,50,59.0,54.04,53.98,12.75
Romania,2022-04-01,60,69.0,53.4,53.18,14.82
Romania,2022-04-01,70,79.0,46.61,46.43,13.83
Romania,2022-04-01,80,,29.2,28.89,8.61
Romania,2022-04-08,0,17.0,7.18,6.88,0.34
Romania,2022-04-08,18,24.0,52.49,52.03,7.03
Romania,2022-04-08,25,49.0,53.41,53.2,9.47
Romania,2022-04-08,50,59.0,54.05,54.0,12.79
Romania,2022-04-08,60,69.0,53.41,53.19,14.85
Romania,2022-04-08,70,79.0,46.61,46.44,13.85
Romania,2022-04-08,80,,29.21,28.9,8.63
Romania,2022-04-15,0,17.0,7.18,6.88,0.35
Romania,2022-04-15,18,24.0,52.51,52.05,7.08
Romania,2022-04-15,25,49.0,53.42,53.22,9.52
Romania,2022-04-15,50,59.0,54.06,54.02,12.83
Romania,2022-04-15,60,69.0,53.41,53.2,14.88
Romania,2022-04-15,70,79.0,46.61,46.45,13.87
Romania,2022-04-15,80,,29.21,28.9,8.64
Romania,2022-04-22,0,17.0,7.19,6.89,0.35
Romania,2022-04-22,18,24.0,52.52,52.07,7.11
Romania,2022-04-22,25,49.0,53.43,53.24,9.56
Romania,2022-04-22,50,59.0,54.06,54.03,12.85
Romania,2022-04-22,60,69.0,53.41,53.21,14.89
Romania,2022-04-22,70,79.0,46.62,46.45,13.88
Romania,2022-04-22,80,,29.21,28.91,8.65
Romania,2022-04-29,0,17.0,7.19,6.89,0.36
Romania,2022-04-29,18,24.0,52.53,52.09,7.14
Romania,2022-04-29,25,49.0,53.43,53.26,9.59
Romania,2022-04-29,50,59.0,54.07,54.05,12.87
Romania,2022-04-29,60,69.0,53.42,53.21,14.91
Romania,2022-04-29,70,79.0,46.62,46.46,13.89
Romania,2022-04-29,80,,29.22,28.92,8.66
Romania,2022-05-06,0,17.0,7.19,6.9,0.36
Romania,2022-05-06,18,24.0,52.54,52.1,7.16
Romania,2022-05-06,25,49.0,53.44,53.27,9.63
Romania,2022-05-06,50,59.0,54.07,54.06,12.9
Romania,2022-05-06,60,69.0,53.42,53.22,14.93
Romania,2022-05-06,70,79.0,46.62,46.46,13.91
Romania,2022-05-06,80,,29.22,28.92,8.67
Romania,2022-05-13,0,17.0,7.2,6.9,0.36
Romania,2022-05-13,18,24.0,52.55,52.12,7.19
Romania,2022-05-13,25,49.0,53.45,53.29,9.66
Romania,2022-05-13,50,59.0,54.08,54.07,12.92
Romania,2022-05-13,60,69.0,53.42,53.23,14.94
Romania,2022-05-13,70,79.0,46.62,46.46,13.92
Romania,2022-05-13,80,,29.22,28.92,8.68
Romania,2022-05-20,0,17.0,7.2,6.9,0.36
Romania,2022-05-20,18,24.0,52.55,52.13,7.2
Romania,2022-05-20,25,49.0,53.45,53.29,9.68
Romania,2022-05-20,50,59.0,54.08,54.07,12.93
Romania,2022-05-20,60,69.0,53.42,53.23,14.95
Romania,2022-05-20,70,79.0,46.62,46.47,13.93
Romania,2022-05-20,80,,29.22,28.93,8.69
Romania,2022-05-27,0,17.0,7.2,6.91,0.36
Romania,2022-05-27,18,24.0,52.56,52.14,7.22
Romania,2022-05-27,25,49.0,53.46,53.3,9.69
Romania,2022-05-27,50,59.0,54.08,54.08,12.95
Romania,2022-05-27,60,69.0,53.43,53.24,14.96
Romania,2022-05-27,70,79.0,46.62,46.47,13.94
Romania,2022-05-27,80,,29.23,28.93,8.7
Romania,2022-06-03,0,17.0,7.2,6.91,0.37
Romania,2022-06-03,18,24.0,52.57,52.15,7.23
Romania,2022-06-03,25,49.0,53.46,53.31,9.71
Romania,2022-06-03,50,59.0,54.09,54.09,12.96
Romania,2022-06-03,60,69.0,53.43,53.24,14.97
Romania,2022-06-03,70,79.0,46.63,46.47,13.95
Romania,2022-06-03,80,,29.23,28.93,8.71
Romania,2022-06-10,0,17.0,7.2,6.91,0.37
Romania,2022-06-10,18,24.0,52.58,52.16,7.24
Romania,2022-06-10,25,49.0,53.46,53.32,9.72
Romania,2022-06-10,50,59.0,54.09,54.09,12.97
Romania,2022-06-10,60,69.0,53.43,53.24,14.98
Romania,2022-06-10,70,79.0,46.63,46.47,13.96
Romania,2022-06-10,80,,29.23,28.93,8.71
Romania,2022-06-17,0,17.0,7.21,6.91,0.37
Romania,2022-06-17,18,24.0,52.58,52.17,7.25
Romania,2022-06-17,25,49.0,53.47,53.33,9.73
Romania,2022-06-17,50,59.0,54.09,54.1,12.97
Romania,2022-06-17,60,69.0,53.43,53.25,14.99
Romania,2022-06-17,70,79.0,46.63,46.48,13.96
Romania,2022-06-17,80,,29.23,28.93,8.72
Romania,2022-06-24,0,17.0,7.21,6.92,0.37
Romania,2022-06-24,18,24.0,52.58,52.18,7.26
Romania,2022-06-24,25,49.0,53.47,53.33,9.74
Romania,2022-06-24,50,59.0,54.09,54.1,12.98
Romania,2022-06-24,60,69.0,53.43,53.25,14.99
Romania,2022-06-24,70,79.0,46.63,46.48,13.97
Romania,2022-06-24,80,,29.23,28.94,8.72
Romania,2022-07-01,0,17.0,7.21,6.92,0.37
Romania,2022-07-01,18,24.0,52.59,52.19,7.28
Romania,2022-07-01,25,49.0,53.47,53.34,9.75
Romania,2022-07-01,50,59.0,54.09,54.11,12.99
Romania,2022-07-01,60,69.0,53.43,53.25,15.0
Romania,2022-07-01,70,79.0,46.63,46.48,13.97
Romania,2022-07-01,80,,29.23,28.94,8.73
Romania,2022-07-08,0,17.0,7.21,6.92,0.37
Romania,2022-07-08,18,24.0,52.59,52.19,7.28
Romania,2022-07-08,25,49.0,53.48,53.35,9.76
Romania,2022-07-08,50,59.0,54.1,54.12,12.99
Romania,2022-07-08,60,69.0,53.44,53.26,15.0
Romania,2022-07-08,70,79.0,46.63,46.48,13.98
Romania,2022-07-08,80,,29.23,28.94,8.73
Romania,2022-07-15,0,17.0,7.21,6.92,0.37
Romania,2022-07-15,18,24.0,52.6,52.2,7.3
Romania,2022-07-15,25,49.0,53.48,53.36,9.77
Romania,2022-07-15,50,59.0,54.1,54.12,13.01
Romania,2022-07-15,60,69.0,53.44,53.26,15.01
Romania,2022-07-15,70,79.0,46.63,46.49,13.99
Romania,2022-07-15,80,,29.24,28.94,8.74
Romania,2022-07-22,0,17.0,7.21,6.92,0.38
Romania,2022-07-22,18,24.0,52.6,52.21,7.31
Romania,2022-07-22,25,49.0,53.49,53.37,9.79
Romania,2022-07-22,50,59.0,54.1,54.13,13.02
Romania,2022-07-22,60,69.0,53.44,53.26,15.02
Romania,2022-07-22,70,79.0,46.64,46.49,13.99
Romania,2022-07-22,80,,29.24,28.95,8.74
Romania,2022-07-29,0,17.0,7.22,6.92,0.38
Romania,2022-07-29,18,24.0,52.61,52.21,7.33
Romania,2022-07-29,25,49.0,53.49,53.38,9.8
Romania,2022-07-29,50,59.0,54.11,54.14,13.03
Romania,2022-07-29,60,69.0,53.44,53.27,15.03
Romania,2022-07-29,70,79.0,46.64,46.49,14.0
Romania,2022-07-29,80,,29.24,28.95,8.75
Romania,2022-08-05,0,17.0,7.22,6.93,0.38
Romania,2022-08-05,18,24.0,52.61,52.22,7.34
Romania,2022-08-05,25,49.0,53.5,53.38,9.81
Romania,2022-08-05,50,59.0,54.11,54.14,13.04
Romania,2022-08-05,60,69.0,53.44,53.27,15.03
Romania,2022-08-05,70,79.0,46.64,46.49,14.0
Romania,2022-08-05,80,,29.24,28.95,8.75
Romania,2022-08-12,0,17.0,7.22,6.93,0.38
Romania,2022-08-12,18,24.0,52.62,52.23,7.35
Romania,2022-08-12,25,49.0,53.5,53.39,9.82
Romania,2022-08-12,50,59.0,54.11,54.15,13.04
Romania,2022-08-12,60,69.0,53.45,53.27,15.04
Romania,2022-08-12,70,79.0,46.64,46.49,14.01
Romania,2022-08-12,80,,29.24,28.95,8.75
Romania,2022-08-19,0,17.0,7.22,6.93,0.38
Romania,2022-08-19,18,24.0,52.62,52.23,7.35
Romania,2022-08-19,25,49.0,53.51,53.4,9.83
Romania,2022-08-19,50,59.0,54.12,54.16,13.05
Romania,2022-08-19,60,69.0,53.45,53.27,15.04
Romania,2022-08-19,70,79.0,46.64,46.5,14.01
Romania,2022-08-19,80,,29.24,28.95,8.76
Romania,2022-08-26,0,17.0,7.22,6.93,0.38
Romania,2022-08-26,18,24.0,52.63,52.24,7.36
Romania,2022-08-26,25,49.0,53.51,53.41,9.84
Romania,2022-08-26,50,59.0,54.12,54.16,13.05
Romania,2022-08-26,60,69.0,53.45,53.28,15.04
Romania,2022-08-26,70,79.0,46.64,46.5,14.01
Romania,2022-08-26,80,,29.25,28.96,8.76
Romania,2022-09-02,0,17.0,7.22,6.93,0.38
Romania,2022-09-02,18,24.0,52.63,52.24,7.37
Romania,2022-09-02,25,49.0,53.52,53.41,9.84
Romania,2022-09-02,50,59.0,54.12,54.17,13.06
Romania,2022-09-02,60,69.0,53.45,53.28,15.05
Romania,2022-09-02,70,79.0,46.64,46.5,14.01
