Notes,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Event of undetermined intent,Y10-Y34,"Unspecified event, undetermined intent",Y34,641,334914895,0.2
,Legal intervention and operations of war,Y35-Y36,Legal intervention involving firearm discharge,Y35.0,604,334914895,0.2
,Legal intervention and operations of war,Y35-Y36,Legal intervention involving explosives,Y35.1,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,Legal intervention involving gas,Y35.2,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,Legal intervention involving blunt objects,Y35.3,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,Legal intervention involving sharp objects,Y35.4,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,Legal execution,Y35.5,24,334914895,0
,Legal intervention and operations of war,Y35-Y36,Legal intervention involving other specified means,Y35.6,130,334914895,0
,Legal intervention and operations of war,Y35-Y36,"Legal intervention, means unspecified",Y35.7,Suppressed,334914895,Suppressed
,Legal intervention and operations of war,Y35-Y36,War operations involving explosion of marine weapons,Y36.0,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations involving destruction of aircraft,Y36.1,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations involving other explosions and fragments,Y36.2,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,"War operations involving fires, conflagrations and hot substances",Y36.3,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations involving firearm discharge and other forms of conventional warfare,Y36.4,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations involving nuclear weapons,Y36.5,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations involving biological weapons,Y36.6,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations involving chemical weapons and other forms of unconventional warfare,Y36.7,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,War operations occurring after cessation of hostilities,Y36.8,0,334914895,Unreliable
,Legal intervention and operations of war,Y35-Y36,"War operations, unspecified",Y36.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Penicillins,Y40.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Cefalosporins and other beta-lactam antibiotics,Y40.1,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Chloramphenicol group,Y40.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Macrolides,Y40.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Tetracyclines,Y40.4,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Aminoglycosides,Y40.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Rifamycins,Y40.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Antifungal antibiotics, systemically used",Y40.7,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Other systemic antibiotics,Y40.8,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Systemic antibiotic, unspecified",Y40.9,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Sulfonamides,Y41.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antimycobacterial drugs,Y41.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antimalarials and drugs acting on other blood protozoa,Y41.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other antiprotozoal drugs,Y41.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Anthelminthics,Y41.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antiviral drugs,Y41.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other specified systemic anti-infectives and antiparasitics,Y41.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Systemic anti-infective and antiparasitic, unspecified",Y41.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Glucocorticoids and synthetic analogues,Y42.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Thyroid hormones and substitutes,Y42.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antithyroid drugs,Y42.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Insulin and oral hypoglycaemic [antidiabetic] drugs,Y42.3,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Oral contraceptives,Y42.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other estrogens and progestogens,Y42.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",Y42.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Androgens and anabolic congeners,Y42.7,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Other and unspecified hormones and their synthetic substitutes,Y42.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified hormone antagonists,Y42.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antiallergic and antiemetic drugs,Y43.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antineoplastic antimetabolites,Y43.1,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Antineoplastic natural products,Y43.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other antineoplastic drugs,Y43.3,10,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Immunosuppressive agents,Y43.4,28,334914895,0
,Complications of medical and surgical care,Y40-Y84,Acidifying and alkalizing agents,Y43.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Enzymes, not elsewhere classified",Y43.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other primarily systemic agents, not elsewhere classified",Y43.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Primarily systemic agent, unspecified",Y43.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Iron preparations and other anti-hypochromic-anaemia preparations,Y44.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",Y44.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Anticoagulants,Y44.2,56,334914895,0
,Complications of medical and surgical care,Y40-Y84,"Anticoagulant antagonists, vitamin K and other coagulants",Y44.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antithrombotic drugs [platelet-aggregation inhibitors],Y44.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Thrombolytic drugs,Y44.5,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Natural blood and blood products,Y44.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Plasma substitutes,Y44.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified agents affecting blood constituents,Y44.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Opioids and related analgesics,Y45.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Salicylates,Y45.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Propionic acid derivatives,Y45.2,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Other nonsteroidal anti-inflammatory drugs [NSAID],Y45.3,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Antirheumatics,Y45.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,4-Aminophenol derivatives,Y45.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other analgesics and antipyretics,Y45.8,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Analgesic, antipyretic and anti-inflammatory drug, unspecified",Y45.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Succinimides,Y46.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Oxazolidinediones,Y46.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Hydantoin derivatives,Y46.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Deoxybarbiturates,Y46.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Iminostilbenes,Y46.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Valproic acid,Y46.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified antiepileptics,Y46.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antiparkinsonism drugs,Y46.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antispasticity drugs,Y46.8,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Barbiturates, not elsewhere classified",Y47.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Benzodiazepines,Y47.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Cloral derivatives,Y47.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Paraldehyde,Y47.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Bromine compounds,Y47.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Mixed sedatives and hypnotics, not elsewhere classified",Y47.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other sedatives, hypnotics and antianxiety drugs",Y47.8,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Sedative, hypnotic and antianxiety drug, unspecified",Y47.9,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Inhaled anaesthetics,Y48.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Parenteral anaesthetics,Y48.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified general anaesthetics,Y48.2,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Local anaesthetics,Y48.3,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Anaesthetic, unspecified",Y48.4,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Therapeutic gases,Y48.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Tricyclic and tetracyclic antidepressants,Y49.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Monoamine-oxidase-inhibitor antidepressants,Y49.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified antidepressants,Y49.2,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Phenothiazine antipsychotics and neuroleptics,Y49.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Butyrophenone and thioxanthene neuroleptics,Y49.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other antipsychotics and neuroleptics,Y49.5,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Psychodysleptics [hallucinogens],Y49.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Psychostimulants with abuse potential,Y49.7,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Other psychotropic drugs, not elsewhere classified",Y49.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Psychotropic drug, unspecified",Y49.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Analeptics,Y50.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Opioid receptor antagonists,Y50.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Methylxanthines, not elsewhere classified",Y50.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other central nervous system stimulants,Y50.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Central nervous system stimulant, unspecified",Y50.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Anticholinesterase agents,Y51.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other parasympathomimetics [cholinergics],Y51.1,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Ganglionic blocking drugs, not elsewhere classified",Y51.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",Y51.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",Y51.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified",Y51.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Alpha-adrenoreceptor antagonists, not elsewhere classified",Y51.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Beta-adrenoreceptor antagonists, not elsewhere classified",Y51.7,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",Y51.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified drugs primarily affecting the autonomic nervous system,Y51.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Cardiac-stimulant glycosides and drugs of similar action,Y52.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Calcium-channel blockers,Y52.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other antidysrhythmic drugs, not elsewhere classified",Y52.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Coronary vasodilators, not elsewhere classified",Y52.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Angiotensin-converting-enzyme inhibitors,Y52.4,10,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other antihypertensive drugs, not elsewhere classified",Y52.5,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Antihyperlipidaemic and antiarteriosclerotic drugs,Y52.6,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Peripheral vasodilators,Y52.7,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Antivaricose drugs, including sclerosing agents",Y52.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified agents primarily affecting the cardiovascular system,Y52.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Histamine H2-receptor antagonists,Y53.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other antacids and anti-gastric-secretion drugs,Y53.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Stimulant laxatives,Y53.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Saline and osmotic laxatives,Y53.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other laxatives,Y53.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Digestants,Y53.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antidiarrhoeal drugs,Y53.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Emetics,Y53.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other agents primarily affecting the gastrointestinal system,Y53.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Agent primarily affecting the gastrointestinal system, unspecified",Y53.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Mineralocorticoids,Y54.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Mineralocorticoid antagonists [aldosterone antagonists],Y54.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Carbonic-anhydrase inhibitors,Y54.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Benzothiadiazine derivatives,Y54.3,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Loop [high-ceiling] diuretics,Y54.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other diuretics,Y54.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Electrolytic, caloric and water-balance agents",Y54.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Agents affecting calcification,Y54.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Agents affecting uric acid metabolism,Y54.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Mineral salts, not elsewhere classified",Y54.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Oxytocic drugs,Y55.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Skeletal muscle relaxants [neuromuscular blocking agents],Y55.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified agents primarily acting on muscles,Y55.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Antitussives,Y55.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Expectorants,Y55.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Anti-common-cold drugs,Y55.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Antiasthmatics, not elsewhere classified",Y55.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified agents primarily acting on the respiratory system,Y55.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",Y56.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Antipruritics,Y56.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Local astringents and local detergents,Y56.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Emollients, demulcents and protectants",Y56.3,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Keratolytics, keratoplastics and other hair treatment drugs and preparations",Y56.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Ophthalmological drugs and preparations,Y56.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Otorhinolaryngological drugs and preparations,Y56.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Dental drugs, topically applied",Y56.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other topical agents,Y56.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Topical agent, unspecified",Y56.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Appetite depressants [anorectics],Y57.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Lipotropic drugs,Y57.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Antidotes and chelating agents, not elsewhere classified",Y57.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Alcohol deterrents,Y57.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Pharmaceutical excipients,Y57.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,X-ray contrast media,Y57.5,15,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other diagnostic agents,Y57.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Vitamins, not elsewhere classified",Y57.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other drugs and medicaments,Y57.8,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Drug or medicament, unspecified",Y57.9,110,334914895,0
,Complications of medical and surgical care,Y40-Y84,BCG vaccine,Y58.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Typhoid and paratyphoid vaccine,Y58.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Cholera vaccine,Y58.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Plague vaccine,Y58.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Tetanus vaccine,Y58.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Diphtheria vaccine,Y58.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Pertussis vaccine, including combinations with a pertussis component",Y58.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Mixed bacterial vaccines, except combinations with a pertussis component",Y58.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other and unspecified bacterial vaccines,Y58.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Viral vaccines,Y59.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Rickettsial vaccines,Y59.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Protozoal vaccines,Y59.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Immunoglobulin,Y59.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other specified vaccines and biological substances,Y59.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Vaccine or biological substance, unspecified",Y59.9,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,During surgical operation,Y60.0,23,334914895,0
,Complications of medical and surgical care,Y40-Y84,During infusion or transfusion,Y60.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During kidney dialysis or other perfusion,Y60.2,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,During injection or immunization,Y60.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During endoscopic examination,Y60.4,14,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During heart catheterization,Y60.5,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"During aspiration, puncture and other catheterization",Y60.6,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,During administration of enema,Y60.7,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,During other surgical and medical care,Y60.8,21,334914895,0
,Complications of medical and surgical care,Y40-Y84,During unspecified surgical and medical care,Y60.9,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,During surgical operation,Y61.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During infusion or transfusion,Y61.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During kidney dialysis or other perfusion,Y61.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During injection or immunization,Y61.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During endoscopic examination,Y61.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During heart catheterization,Y61.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"During aspiration, puncture and other catheterization",Y61.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During removal of catheter or packing,Y61.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During other surgical and medical care,Y61.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During unspecified surgical and medical care,Y61.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During surgical operation,Y62.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During infusion or transfusion,Y62.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During kidney dialysis or other perfusion,Y62.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During injection or immunization,Y62.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During endoscopic examination,Y62.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During heart catheterization,Y62.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"During aspiration, puncture and other catheterization",Y62.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During other surgical and medical care,Y62.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,During unspecified surgical and medical care,Y62.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Excessive amount of blood or other fluid given during transfusion or infusion,Y63.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Incorrect dilution of fluid used during infusion,Y63.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Overdose of radiation given during therapy,Y63.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Inadvertent exposure of patient to radiation during medical care,Y63.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Failure in dosage in electroshock or insulin-shock therapy,Y63.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Inappropriate temperature in local application and packing,Y63.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Nonadministration of necessary drug, medicament or biological substance",Y63.6,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Failure in dosage during other surgical and medical care,Y63.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Failure in dosage during unspecified surgical and medical care,Y63.9,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Contaminated medical or biological substance, transfused or infused",Y64.0,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Contaminated medical or biological substance, injected or used for immunization",Y64.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Contaminated medical or biological substance administered by other means,Y64.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Contaminated medical or biological substance administered by unspecified means,Y64.9,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Mismatched blood used in transfusion,Y65.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Wrong fluid used in infusion,Y65.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Failure in suture or ligature during surgical operation,Y65.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Endotracheal tube wrongly placed during anaesthetic procedure,Y65.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Failure to introduce or to remove other tube or instrument,Y65.4,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Performance of inappropriate operation,Y65.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other specified misadventures during surgical and medical care,Y65.8,17,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Nonadministration of surgical and medical care,Y66,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Unspecified misadventure during surgical and medical care,Y69,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,"Anaesthesiology devices associated with adverse incidents, diagnostic and monitoring devices",Y70.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Anaesthesiology devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y70.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Anaesthesiology devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y70.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Anaesthesiology devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y70.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Anaesthesiology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y70.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Cardiovascular devices associated with adverse incidents, diagnostic and monitoring devices",Y71.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Cardiovascular devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y71.1,0,334914895,Unreliable
