indicator,chart,chart_slug,chart_id,variable_id,variable_name,dataset_id,dataset_name
4.A.1,https://ourworldindata.org/grapher/schools-materials-students-with-disabilities,schools-materials-students-with-disabilities,3841,415627,"4.a.1 - Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) - SE_INF_DSBL - Upper secondary",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
4.A.1,https://ourworldindata.org/grapher/schools-materials-students-with-disabilities,schools-materials-students-with-disabilities,3841,415629,"4.a.1 - Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) - SE_INF_DSBL - Primary",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
4.A.1,https://ourworldindata.org/grapher/schools-materials-students-with-disabilities,schools-materials-students-with-disabilities,3841,415628,"4.a.1 - Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) - SE_INF_DSBL - Lower secondary",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
4.B.1,https://ourworldindata.org/grapher/oda-for-scholarships,oda-for-scholarships,1987,415630,"4.b.1 - Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars) - DC_TOF_SCHIPSL",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
4.C.1,https://ourworldindata.org/grapher/percentage-of-teachers-in-pre-primary-education-who-are-qualified,percentage-of-teachers-in-pre-primary-education-who-are-qualified,1988,171663,"Percentage of teachers in pre-primary education who are qualified, both sexes (%)",5362,dataset_5362_world_bank_edstats_2020
4.C.1,https://ourworldindata.org/grapher/percentage-of-teachers-in-primary-education-who-are-qualified,percentage-of-teachers-in-primary-education-who-are-qualified,1989,171664,"Percentage of teachers in primary education who are qualified, both sexes (%)",5362,dataset_5362_world_bank_edstats_2020
4.C.1,https://ourworldindata.org/grapher/percentage-of-teachers-in-lower-secondary-education-who-are-qualified,percentage-of-teachers-in-lower-secondary-education-who-are-qualified,1991,171665,"Percentage of teachers in lower secondary education who are qualified, both sexes (%)",5362,dataset_5362_world_bank_edstats_2020
4.C.1,https://ourworldindata.org/grapher/percentage-of-teachers-in-upper-secondary-education-who-are-qualified,percentage-of-teachers-in-upper-secondary-education-who-are-qualified,1992,171667,"Percentage of teachers in upper secondary education who are qualified, both sexes (%)",5362,dataset_5362_world_bank_edstats_2020
12.1.1,https://ourworldindata.org/grapher/country-scp-plan,country-scp-plan,3853,414292,12.1.1 - Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO) - SG_SCP_CNTRY,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.2.1,https://ourworldindata.org/grapher/material-footprint-per-capita,material-footprint-per-capita,2078,414317,"12.2.1 - Material footprint per capita, by type of raw material (tonnes) - EN_MAT_FTPRPC",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.2.1,https://ourworldindata.org/grapher/material-footprint-per-unit-of-gdp,material-footprint-per-unit-of-gdp,2079,414298,"12.2.1 - Material footprint per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollar) - EN_MAT_FTPRPG",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.2.2,https://ourworldindata.org/grapher/domestic-material-consumption-per-capita,domestic-material-consumption-per-capita,2080,414349,"12.2.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Total or no breakdown",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.2.2,https://ourworldindata.org/grapher/domestic-material-consumption-per-unit-of-gdp,domestic-material-consumption-per-unit-of-gdp,2084,414323,"12.2.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Total or no breakdown",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.3.1,https://ourworldindata.org/grapher/food-waste-per-capita,food-waste-per-capita,5207,414357,12.3.1 - Food waste per capita (KG) - AG_FOOD_WST_PC - Retail,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.3.1,https://ourworldindata.org/grapher/food-waste-per-capita,food-waste-per-capita,5207,414356,12.3.1 - Food waste per capita (KG) - AG_FOOD_WST_PC - Out-of-home consumption,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.3.1,https://ourworldindata.org/grapher/food-waste-per-capita,food-waste-per-capita,5207,414358,12.3.1 - Food waste per capita (KG) - AG_FOOD_WST_PC - Households,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.1,https://ourworldindata.org/grapher/parties-to-multilateral-agreements-on-hazardous-waste,parties-to-multilateral-agreements-on-hazardous-waste,2085,414364,"12.4.1 - Parties meeting their commitments and obligations in transmitting information as required by Basel Convention on hazardous waste, and other chemicals - SG_HAZ_CMRBASEL",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.1,https://ourworldindata.org/grapher/parties-to-multilateral-agreements-on-hazardous-waste,parties-to-multilateral-agreements-on-hazardous-waste,2085,414363,"12.4.1 - Parties meeting their commitments and obligations in transmitting information as required by Rotterdam Convention on hazardous waste, and other chemicals - SG_HAZ_CMRROTDAM",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.1,https://ourworldindata.org/grapher/parties-to-multilateral-agreements-on-hazardous-waste,parties-to-multilateral-agreements-on-hazardous-waste,2085,414362,"12.4.1 - Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals - SG_HAZ_CMRMNTRL",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.1,https://ourworldindata.org/grapher/parties-to-multilateral-agreements-on-hazardous-waste,parties-to-multilateral-agreements-on-hazardous-waste,2085,414365,"12.4.1 - Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals - SG_HAZ_CMRSTHOLM",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/hazardous-waste-generated-per-capita,hazardous-waste-generated-per-capita,5267,414370,"12.4.2 - Hazardous waste generated, per capita (Kg) - EN_HAZ_PCAP",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/treatment-of-hazardous-waste,treatment-of-hazardous-waste,5266,414374,"12.4.2 - Hazardous waste treated, by type of treatment (Tonnes) - EN_HAZ_TREATV - Recycling",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/treatment-of-hazardous-waste,treatment-of-hazardous-waste,5266,414372,"12.4.2 - Hazardous waste treated, by type of treatment (Tonnes) - EN_HAZ_TREATV - Other type of waste management",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/treatment-of-hazardous-waste,treatment-of-hazardous-waste,5266,414373,"12.4.2 - Hazardous waste treated, by type of treatment (Tonnes) - EN_HAZ_TREATV - Incineration",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/treatment-of-hazardous-waste,treatment-of-hazardous-waste,5266,414375,"12.4.2 - Hazardous waste treated, by type of treatment (Tonnes) - EN_HAZ_TREATV - Landfilling",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414394,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Agriculture, forestry and fishing",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414389,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414393,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Construction",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414395,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Manufacturing",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414396,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Electricity, gas, steam and air conditioning supply",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414392,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Mining and quarrying",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.4.2,https://ourworldindata.org/grapher/total-waste-generation,total-waste-generation,5209,414391,"12.4.2 - Total waste generation, by activity (Tonnes) - EN_TWT_GENV - Other service activities",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.5.1,https://ourworldindata.org/grapher/municipal-waste-recycled,municipal-waste-recycled,2752,414402,12.5.1 - Municipal waste recycled (Tonnes) - EN_MWT_RCYV,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.5.1,https://ourworldindata.org/grapher/electronic-waste-recycling-rate,electronic-waste-recycling-rate,5242,414400,"12.5.1 - Electronic waste recycling, rate (%) - EN_EWT_RCYR",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.6.1,https://ourworldindata.org/grapher/companies-publishing-sustainability-reports-minimum-requirements,companies-publishing-sustainability-reports-minimum-requirements,5211,312412,"12.6.1 - Number of companies publishing sustainability reports with disclosure by dimension, by level of requirement (Number) - EN_SCP_FRMN - Minimum",5520,dataset_5520_united_nations_sustainable_development_goals__united_nations__2022_02
12.6.1,https://ourworldindata.org/grapher/companies-publishing-sustainability-advanced-requirements,companies-publishing-sustainability-advanced-requirements,5212,312411,"12.6.1 - Number of companies publishing sustainability reports with disclosure by dimension, by level of requirement (Number) - EN_SCP_FRMN - Advanced",5520,dataset_5520_united_nations_sustainable_development_goals__united_nations__2022_02
12.7.1,https://ourworldindata.org/grapher/low-level-implementation-of-sustainable-public-procurement,low-level-implementation-of-sustainable-public-procurement,5213,414422,12.7.1 - Number of countries implementing sustainable public procurement policies and action plans - SG_SCP_PROCN - Low level of implementation,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.7.1,https://ourworldindata.org/grapher/medium-low-level-implementation-of-sustainable-public-procurement,medium-low-level-implementation-of-sustainable-public-procurement,5214,414423,12.7.1 - Number of countries implementing sustainable public procurement policies and action plans - SG_SCP_PROCN - Medium-low level of implementation,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.7.1,https://ourworldindata.org/grapher/medium-high-level-implementation-of-sustainable-public-procurement,medium-high-level-implementation-of-sustainable-public-procurement,5215,414421,12.7.1 - Number of countries implementing sustainable public procurement policies and action plans - SG_SCP_PROCN - Medium-high level of implementation,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.B.1,https://ourworldindata.org/grapher/implementation-of-tools-to-monitor-economic-and-environmental-tourism,implementation-of-tools-to-monitor-economic-and-environmental-tourism,5220,414474,12.b.1 - Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables) - ST_EEV_STDACCT,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.C.1,https://ourworldindata.org/grapher/fossil-fuel-subsidies-gdp,fossil-fuel-subsidies-gdp,3854,414477,12.c.1 - Fossil-fuel subsidies (consumption and production) as a proportion of total GDP (%) - ER_FFS_CMPT_GDP,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.C.1,https://ourworldindata.org/grapher/fossil-fuel-subsidies-per-capita,fossil-fuel-subsidies-per-capita,3855,414479,12.c.1 - Fossil-fuel subsidies (consumption and production) per capita (nominal United States dollars) - ER_FFS_CMPT_PC_CD,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
12.C.1,https://ourworldindata.org/grapher/fossil-fuel-subsidies,fossil-fuel-subsidies,3856,414478,12.c.1 - Fossil-fuel subsidies (consumption and production) (billions of nominal United States dollars) - ER_FFS_CMPT_CD,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
6.A.1,https://ourworldindata.org/grapher/total-oda-for-water-supply-and-sanitation-by-recipient,total-oda-for-water-supply-and-sanitation-by-recipient,2049,416195,"6.a.1 - Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2019 United States dollars) - DC_TOF_WASHL",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
6.B.1,https://ourworldindata.org/grapher/share-of-countries-with-procedures-for-community-participation-in-water-management,share-of-countries-with-procedures-for-community-participation-in-water-management,3847,416196,6.b.1 - Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in water resources planning and management (%) - ER_WAT_PROCED,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
2.A.1,https://ourworldindata.org/grapher/agriculture-orientation-index,agriculture-orientation-index,1948,23436,"Credit to Agriculture: Credit to Agriculture, Forestry and Fishing - Agriculture orientation index (FAO (2017))",792,dataset_792_investment__credit_to_agriculture__fao__2017
2.A.2,https://ourworldindata.org/grapher/total-financial-assistance-and-flows-for-agriculture-by-recipient,total-financial-assistance-and-flows-for-agriculture-by-recipient,2046,414847,"2.a.2 - Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2019 United States dollars) - DC_TOF_AGRL",5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
2.B.1,https://ourworldindata.org/grapher/agricultural-export-subsidies,agricultural-export-subsidies,3833,414850,2.b.1 - Agricultural export subsidies (millions of current United States dollars) - AG_PRD_XSUBDY,5575,dataset_5575_united_nations_sustainable_development_goals__united_nations__2022_04
2.C.1,https://ourworldindata.org/grapher/domestic-food-price-volatility-index,domestic-food-price-volatility-index,1055,30678,Suite of Food Security Indicators: Domestic food price volatility (index) - Value (FAO (2017)),829,dataset_829_food_security__suite_of_food_security_indicators__fao__2017
